File,nCommit,AddedLOC,nCoupledClass,LOC,CommentToCodeRatio
contrib/analyzers/common/src/test/org/apache/lucene/analysis/cn/TestChineseTokenizer.java,0.4,158,7,9,0.51
contrib/analyzers/common/src/test/org/apache/lucene/analysis/compound/TestCompoundWordTokenFilter.java,0.2,274,8,21,0.15
contrib/analyzers/common/src/test/org/apache/lucene/analysis/cz/TestCzechAnalyzer.java,0.4,118,3,5,0.87
contrib/analyzers/common/src/test/org/apache/lucene/analysis/de/TestGermanStemFilter.java,0.5,157,3,7,0.54
contrib/analyzers/common/src/test/org/apache/lucene/analysis/el/GreekAnalyzerTest.java,0.25,110,2,17,1.31
contrib/analyzers/common/src/test/org/apache/lucene/analysis/fa/TestPersianAnalyzer.java,0.5,250,2,29,1.24
contrib/analyzers/common/src/test/org/apache/lucene/analysis/fa/TestPersianNormalizationFilter.java,0.5,75,2,3,0.62
contrib/analyzers/common/src/test/org/apache/lucene/analysis/fr/TestElision.java,0.333333333,76,7,10,0.56
contrib/analyzers/common/src/test/org/apache/lucene/analysis/fr/TestFrenchAnalyzer.java,0.333333333,255,1,42,0.39
contrib/analyzers/common/src/test/org/apache/lucene/analysis/miscellaneous/TestEmptyTokenStream.java,0.333333333,42,2,6,1.33
contrib/analyzers/common/src/test/org/apache/lucene/analysis/miscellaneous/TestPrefixAndSuffixAwareTokenFilter.java,0.333333333,78,8,9,0.44
contrib/analyzers/common/src/test/org/apache/lucene/analysis/miscellaneous/TestPrefixAwareTokenFilter.java,0.333333333,91,8,12,0.41
contrib/analyzers/common/src/test/org/apache/lucene/analysis/miscellaneous/TestSingleTokenTokenFilter.java,0.5,49,2,17,0.84
contrib/analyzers/common/src/test/org/apache/lucene/analysis/ngram/EdgeNGramTokenFilterTest.java,0.25,182,4,5,0.27
contrib/analyzers/common/src/test/org/apache/lucene/analysis/ngram/EdgeNGramTokenizerTest.java,0.25,160,2,5,0.3
contrib/analyzers/common/src/test/org/apache/lucene/analysis/ngram/NGramTokenFilterTest.java,0.25,199,3,6,0.3
contrib/analyzers/common/src/test/org/apache/lucene/analysis/ngram/NGramTokenizerTest.java,0.25,180,1,6,0.34
contrib/analyzers/common/src/test/org/apache/lucene/analysis/nl/TestDutchStemmer.java,0.4,218,3,16,0.29
contrib/analyzers/common/src/test/org/apache/lucene/analysis/payloads/DelimitedPayloadTokenFilterTest.java,0.5,145,10,16,0.19
contrib/analyzers/common/src/test/org/apache/lucene/analysis/payloads/NumericPayloadTokenFilterTest.java,0.333333333,110,9,10,0.29
contrib/analyzers/common/src/test/org/apache/lucene/analysis/payloads/TokenOffsetPayloadTokenFilterTest.java,0.333333333,74,7,12,0.5
contrib/analyzers/common/src/test/org/apache/lucene/analysis/payloads/TypeAsPayloadTokenFilterTest.java,0.333333333,104,8,9,0.31
contrib/analyzers/common/src/test/org/apache/lucene/analysis/position/PositionFilterTest.java,0.333333333,226,3,6,0.21
contrib/analyzers/common/src/test/org/apache/lucene/analysis/query/QueryAutoStopWordAnalyzerTest.java,0.5,206,23,7,0.22
contrib/analyzers/common/src/test/org/apache/lucene/analysis/reverse/TestReverseStringFilter.java,0.25,86,5,11,0.34
contrib/analyzers/common/src/test/org/apache/lucene/analysis/ru/TestRussianAnalyzer.java,0.4,263,8,23,0.18
contrib/analyzers/common/src/test/org/apache/lucene/analysis/ru/TestRussianStem.java,0.5,97,2,14,0.46
contrib/analyzers/common/src/test/org/apache/lucene/analysis/shingle/ShingleAnalyzerWrapperTest.java,0.25,304,27,12,0.31
contrib/analyzers/common/src/test/org/apache/lucene/analysis/shingle/ShingleFilterTest.java,0.4,368,12,8,0.07
contrib/analyzers/common/src/test/org/apache/lucene/analysis/shingle/TestShingleMatrixFilter.java,0.2,786,23,26,0.2
contrib/analyzers/common/src/test/org/apache/lucene/analysis/sinks/DateRecognizerSinkTokenizerTest.java,0.5,84,5,12,0.48
contrib/analyzers/common/src/test/org/apache/lucene/analysis/sinks/TokenRangeSinkTokenizerTest.java,0.333333333,76,5,12,0.52
contrib/analyzers/common/src/test/org/apache/lucene/analysis/sinks/TokenTypeSinkTokenizerTest.java,0.5,114,9,11,0.27
contrib/analyzers/common/src/test/org/apache/lucene/analysis/th/TestThaiAnalyzer.java,0.4,192,2,9,0.8
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/AnalyzerProfile.java,0.5,119,0,23,0.63
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/CharType.java,0.5,72,0,0,4.36
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/AbstractDictionary.java,0.5,215,1,21,1.71
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/BigramDictionary.java,0.4,279,1,18,0.3
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/BiSegGraph.java,0.5,242,6,22,0.44
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/HHMMSegmenter.java,0.571428571,209,7,54,0.41
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/PathNode.java,0.5,79,0,13,0.87
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/SegGraph.java,0.4,162,1,14,0.78
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/SegToken.java,0.333333333,139,0,19,1.09
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/SegTokenFilter.java,0.5,74,3,36,1.37
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/SegTokenPair.java,0.4,96,0,14,0.78
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/WordDictionary.java,0.333333333,561,2,22,0.43
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/SentenceTokenizer.java,0.222222222,146,5,10,0.39
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/SmartChineseAnalyzer.java,1.0,146,8,14,1.03
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/Utility.java,0.5,186,1,41,0.8
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/WordSegmenter.java,0.4,110,4,25,1.17
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/WordTokenFilter.java,0.333333333,124,5,13,0.8
contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/WordType.java,0.5,72,0,0,4.36
contrib/analyzers/smartcn/src/test/org/apache/lucene/analysis/cn/smart/TestSmartChineseAnalyzer.java,1.0,152,2,5,0.66
contrib/ant/src/java/org/apache/lucene/ant/ConfigurableDocumentHandler.java,0.0,0,0,1,3.2
contrib/ant/src/java/org/apache/lucene/ant/DocumentHandler.java,0.0,0,2,7,3.86
contrib/ant/src/java/org/apache/lucene/ant/DocumentHandlerException.java,0.0,0,0,6,0.7
contrib/ant/src/java/org/apache/lucene/ant/FileExtensionDocumentHandler.java,1.0,1,4,30,1.55
contrib/ant/src/java/org/apache/lucene/ant/HtmlDocument.java,0.5,60,4,21,0.71
contrib/ant/src/java/org/apache/lucene/ant/IndexTask.java,0.5,31,21,15,0.53
contrib/ant/src/java/org/apache/lucene/ant/TextDocument.java,1.0,1,4,17,1.31
contrib/ant/src/test/org/apache/lucene/ant/DocumentTestCase.java,0.0,0,0,5,0.94
contrib/ant/src/test/org/apache/lucene/ant/HtmlDocumentTest.java,0.0,0,1,3,0.76
contrib/ant/src/test/org/apache/lucene/ant/IndexTaskTest.java,0.5,2,8,12,0.66
contrib/ant/src/test/org/apache/lucene/ant/TextDocumentTest.java,0.0,0,1,3,0.8
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/Benchmark.java,0.0,0,3,16,0.69
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/AbstractQueryMaker.java,0.0,0,3,4,0.62
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/ContentSource.java,1.0,212,3,7,0.77
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/DemoHTMLParser.java,1.0,11,2,19,0.65
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/DirContentSource.java,1.0,246,5,9,0.25
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/DocData.java,1.0,39,2,4,0.42
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/DocMaker.java,0.666666667,415,11,20,0.36
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/EnwikiContentSource.java,1.0,299,4,18,0.22
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/EnwikiDocMaker.java,0.75,138,3,7,1.53
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/EnwikiQueryMaker.java,0.5,136,13,20,0.34
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/FileBasedQueryMaker.java,1.0,21,6,53,0.51
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/HTMLParser.java,1.0,5,1,9,4.0
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/LineDocMaker.java,0.666666667,156,3,6,3.5
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/LineDocSource.java,1.0,121,4,12,0.51
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/NoMoreDataException.java,1.0,1,0,0,7.0
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/QueryMaker.java,0.0,0,2,3,2.9
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/ReutersContentSource.java,1.0,147,4,14,0.32
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/ReutersQueryMaker.java,1.0,2,11,18,0.49
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/SimpleQueryMaker.java,0.5,6,9,30,0.82
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/SimpleSloppyPhraseQueryMaker.java,0.5,5,5,46,0.53
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/SingleDocSource.java,1.0,70,2,4,0.51
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/SortableSingleDocSource.java,1.0,112,3,9,0.41
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/TrecContentSource.java,1.0,346,6,23,0.26
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/PerfRunData.java,0.333333333,23,14,9,0.59
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/programmatic/Sample.java,0.5,4,7,30,0.7
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/stats/Points.java,0.0,0,3,7,1.45
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/stats/Report.java,1.0,1,0,6,1.24
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/stats/TaskStats.java,1.0,1,1,7,0.99
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/AddDocTask.java,0.5,5,4,4,0.76
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/BenchmarkHighlighter.java,1.0,27,3,1,2.0
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/ClearStatsTask.java,0.0,0,2,3,1.64
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/CloseIndexTask.java,1.0,9,2,6,0.71
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/CloseReaderTask.java,0.0,0,2,5,1.24
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/CommitIndexTask.java,1.0,22,3,5,0.69
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/ConsumeContentSourceTask.java,1.0,67,4,6,0.66
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/CreateIndexTask.java,1.0,65,7,20,0.41
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/DeleteByPercentTask.java,1.0,82,3,7,0.59
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/DeleteDocTask.java,1.0,12,3,5,1.0
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/FlushReaderTask.java,1.0,54,3,5,0.53
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/NearRealtimeReaderTask.java,1.0,134,11,10,0.33
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/NewAnalyzerTask.java,0.0,0,2,11,0.65
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/NewRoundTask.java,0.0,0,2,3,1.64
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/OpenIndexTask.java,1.0,1,5,7,0.85
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/OpenReaderTask.java,0.666666667,51,7,10,0.31
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/OptimizeTask.java,0.0,0,2,4,1.0
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/PerfTask.java,0.5,100,5,8,0.79
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/PrintReaderTask.java,1.0,53,5,5,0.53
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/ReadTask.java,0.714285714,66,20,10,0.68
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/ReadTokensTask.java,1.0,11,9,8,0.32
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/ReopenReaderTask.java,0.0,0,2,6,1.05
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/RepAllTask.java,0.0,0,4,14,0.56
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/ReportTask.java,1.0,1,5,12,0.52
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/RepSelectByPrefTask.java,0.0,0,4,13,0.47
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/RepSumByNameRoundTask.java,0.0,0,4,14,0.62
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/RepSumByNameTask.java,0.0,0,4,14,0.61
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/RepSumByPrefRoundTask.java,0.0,0,4,13,0.53
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/RepSumByPrefTask.java,0.0,0,4,9,0.51
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/ResetInputsTask.java,0.0,0,1,3,1.71
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/ResetSystemEraseTask.java,1.0,1,1,3,2.09
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/ResetSystemSoftTask.java,1.0,1,1,3,2.09
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/SearchTask.java,0.0,0,2,3,0.96
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/SearchTravRetHighlightTask.java,1.0,31,8,8,0.55
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/SearchTravRetLoadFieldSelectorTask.java,0.0,0,5,4,0.86
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/SearchTravRetTask.java,0.0,0,1,3,2.8
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/SearchTravRetVectorHighlightTask.java,1.0,141,7,8,0.52
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/SearchTravTask.java,0.0,0,2,3,0.88
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/SearchWithSortTask.java,0.666666667,43,4,9,0.29
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/SetPropTask.java,1.0,1,2,5,1.28
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/TaskSequence.java,0.333333333,13,5,11,0.27
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/UpdateDocTask.java,0.5,115,5,5,0.7
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/WarmTask.java,0.0,0,2,3,1.17
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/WriteLineDocTask.java,0.4,106,5,12,0.56
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/utils/Algorithm.java,1.0,5,5,47,0.26
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/utils/Config.java,1.0,4,1,20,0.45
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/utils/FileUtils.java,0.0,0,0,25,1.13
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/utils/Format.java,1.0,4,0,9,1.02
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/utils/StringBufferReader.java,0.5,174,0,9,0.67
contrib/benchmark/src/java/org/apache/lucene/benchmark/Constants.java,0.0,0,0,0,2.11
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality/Judge.java,0.0,0,1,8,5.71
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality/QualityBenchmark.java,1.0,2,10,13,0.91
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality/QualityQuery.java,0.0,0,0,8,1.72
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality/QualityQueryParser.java,0.0,0,3,6,4.0
