instance_id,global,local,label
31897,0.38,6.402971416784646e-11,1
31897,0.26,1.750972595117094e-08,1
31897,0.37,6.330164375916047e-11,1
31897,0.27,1.7511063863347914e-08,1
31897,0.18,6.312839312063065e-11,1
31897,0.12,5.918265402535719e-11,1
31897,0.43,5.821978787686913e-11,1
31897,0.22,6.265665169663826e-11,1
31897,0.14,5.879788342620858e-11,1
31897,0.12,5.908514308593391e-11,1
31897,0.16,5.967996454723949e-11,1
31897,0.26,1.7286715006473194e-08,1
31897,0.28,1.7014021310252455e-08,1
31897,0.13,2.3231247351533197e-10,1
31897,0.12,5.920142125950279e-11,1
31897,0.0,2.2648048100091154e-10,1
31897,0.23,6.250567097384637e-11,1
31897,0.0,2.3006509556378276e-10,1
31897,0.46,1.5794468135655923e-10,1
31897,0.18,6.099109104393049e-11,1
31897,0.1,5.895879118147292e-11,1
31897,0.58,0.9999999627812746,1
31897,0.17,7.9448589478851e-07,1
31897,0.21,6.155467213595007e-11,1
31897,0.18,6.075281855992106e-11,1
31897,0.15,2.343785766907733e-10,1
31897,0.28,1.7665055095450023e-08,1
31897,0.14,6.040984457307563e-11,1
31897,0.23,6.289902049645364e-11,1
31897,0.22,6.303840449032112e-11,1
31897,0.55,0.9999999626868527,1
31897,0.37,6.443800260902207e-11,1
31897,0.18,5.990095859390986e-11,1
31897,0.16,6.023469830185554e-11,1
31897,0.38,6.378797348924315e-11,1
31897,0.24,6.258607362465972e-11,1
31897,0.25,6.2545548650838e-11,1
31897,0.04,3.2406008673259657e-07,1
31897,0.18,6.079172527229877e-11,1
31897,0.1,5.896265778608541e-11,1
31897,0.21,6.158860093953252e-11,1
31897,0.16,6.059992859552696e-11,1
31897,0.37,6.327271252091134e-11,1
31897,0.26,1.750993251284132e-08,1
31897,0.23,6.293817209963017e-11,1
31897,0.16,5.965216083140026e-11,1
31897,0.44,5.844399469802878e-11,1
31897,0.28,1.697324668922955e-08,1
31897,0.18,6.081073860771243e-11,1
31897,0.33,1.7556412873400174e-08,1
31897,0.54,0.999999959144629,1
31897,0.18,6.074508442200509e-11,1
31897,0.45,5.841523615238544e-11,1
31897,0.18,5.996047299294746e-11,1
31897,0.16,5.965936967418427e-11,1
31897,0.31,1.7633480607643917e-08,1
31897,0.0,2.3066916278846043e-10,1
31897,0.18,6.102006816797792e-11,1
31897,0.2,6.126410004665196e-11,1
31897,0.21,6.146286629799089e-11,1
31897,0.14,5.931887015267071e-11,1
31897,0.16,6.02384561288376e-11,1
31897,0.11,2.3182464615452888e-10,1
31897,0.14,5.95835133479449e-11,1
31897,0.12,5.945729597114338e-11,1
31897,0.29,6.194850686607466e-11,1
31897,0.15,2.344981027852595e-10,1
31897,0.23,6.29243537726289e-11,1
31897,0.6,0.9999999619000143,1
31897,0.04,3.192144510286467e-07,1
31897,0.29,6.197558252221736e-11,1
31897,0.22,6.264408404405632e-11,1
31897,0.12,5.921708726640828e-11,1
31897,0.18,5.982897930419465e-11,1
31897,0.16,6.05099084002151e-11,1
31897,0.2,6.008428464731202e-11,1
31897,0.29,1.7046810987393833e-08,1
31897,0.04,3.23242067338651e-07,1
31897,0.38,6.393194995084188e-11,1
31897,0.37,6.373327749929468e-11,1
31897,0.16,5.877283524243566e-11,1
31897,0.07,2.3140465476934837e-10,1
31897,0.28,6.222759502024173e-11,1
31897,0.13,5.937355690622426e-11,1
31897,0.2,6.122594798791225e-11,1
31897,0.18,6.002891901692056e-11,1
31897,0.22,6.268332730735957e-11,1
31897,0.22,6.269194167690638e-11,1
31897,0.11,5.899404628659031e-11,1
31897,0.13,2.3222883404956187e-10,1
31897,0.0,2.302534530858899e-10,1
31897,0.24,6.246594707205759e-11,1
31897,0.14,2.3417034049608435e-10,1
31897,0.1,5.954910178766388e-11,1
31897,0.14,5.932141444263426e-11,1
31897,0.18,6.071828264784712e-11,1
31897,0.0,2.2679721159131542e-10,1
31897,0.2,6.134878693959868e-11,1
31897,0.28,6.223512315812424e-11,1
31897,0.2,6.10858191553658e-11,1
31897,0.19,6.005061505535905e-11,1
31897,0.28,1.7345952946045404e-08,1
31897,0.32,1.757136970526975e-08,1
31897,0.0,2.2648048100091154e-10,1
31897,0.56,0.9999999626868527,1
31897,0.29,6.187971723985311e-11,1
31897,0.22,1.679807794181377e-08,1
31897,0.18,5.984516247446385e-11,1
31897,0.3,6.215486017640805e-11,1
31897,0.16,6.0553376520563e-11,1
31897,0.0,2.2648048100091154e-10,1
31897,0.55,0.9999999626868527,1
31897,0.16,6.056779782708592e-11,1
31897,0.38,6.357131328392992e-11,1
31897,0.12,5.907882055879267e-11,1
31897,0.58,0.9999999627706986,1
31897,0.29,1.7486807536258813e-08,1
31897,0.24,6.246184148775773e-11,1
31897,0.47,5.482242577616592e-08,1
31897,0.38,6.409309867951431e-11,1
31897,0.22,6.267871098591232e-11,1
31897,0.38,1.826367698646349e-08,1
31897,0.22,1.6815574433289192e-08,1
31897,0.16,5.96148731577665e-11,1
31897,0.53,0.9999999523215137,1
31897,0.42,5.8155596127219215e-11,1
31897,0.16,6.050195970674761e-11,1
31897,0.38,6.388971121593962e-11,1
31897,0.2,6.11101483535719e-11,1
31897,0.22,6.239265962001274e-11,1
31897,0.19,5.982340390285356e-11,1
31897,0.3,6.182666695901428e-11,1
31897,0.13,2.3299387552181746e-10,1
31897,0.6,0.9999999622163082,1
31897,0.24,1.718663811241567e-08,1
31897,0.11,5.910884925633086e-11,1
31897,0.22,6.261586866566777e-11,1
31897,0.16,5.966671491477533e-11,1
31897,0.13,2.327174707852908e-10,1
31897,0.13,2.325933967097923e-10,1
31897,0.22,6.26893226984833e-11,1
31897,0.16,6.044081174787763e-11,1
31897,0.16,6.050778204402148e-11,1
31897,0.37,6.372816322500613e-11,1
31897,0.52,0.9998913955115583,1
31897,0.1,5.898121884171213e-11,1
31897,0.18,5.98607225869759e-11,1
31897,0.2,6.110132506432527e-11,1
31897,0.18,6.074530725428675e-11,1
31897,0.21,6.011233375798044e-11,1
31897,0.18,6.069474277641776e-11,1
31897,0.16,6.057618625838794e-11,1
31897,0.11,5.900918158225286e-11,1
31897,0.16,5.877376925815329e-11,1
31897,0.21,6.157434520476302e-11,1
31897,0.3,5.857806351567717e-11,1
31897,0.15,2.3448633090061577e-10,1
31897,0.19,6.004700097572122e-11,1
31897,0.16,6.044574405962944e-11,1
31897,0.55,0.9999999626868527,1
31897,0.11,5.904683875649383e-11,1
31897,0.37,6.336237212223872e-11,1
31897,0.22,6.28328182160644e-11,1
31897,0.18,7.0776272177370726e-06,1
31897,0.23,6.290295794511699e-11,1
31897,0.14,2.342202485235979e-10,1
31897,0.0,2.2648048100091154e-10,1
31897,0.24,6.245509282847941e-11,1
31897,0.0,2.2855517375013772e-10,1
31897,0.31,6.204107682051962e-11,1
31897,0.12,5.909915299143049e-11,1
31897,0.6,0.9999999622186048,1
31897,0.36,6.370297845193395e-11,1
31897,0.16,5.968544862080264e-11,1
31897,0.22,1.6772622945341725e-08,1
31897,0.13,2.3391770514075643e-10,1
31897,0.18,5.971729766154594e-11,1
31897,0.21,6.012914244605787e-11,1
31897,0.18,5.991246766354339e-11,1
31897,0.2,6.126461748253771e-11,1
31897,0.23,6.238082393592132e-11,1
31897,0.31,6.177269970467874e-11,1
31897,0.12,5.889678972998988e-11,1
31897,0.11,2.316884377626187e-10,1
31897,0.37,6.451528923643202e-11,1
31897,0.12,5.908539749426262e-11,1
31897,0.12,5.917944193576127e-11,1
31897,0.11,5.951247732523183e-11,1
31897,0.0,2.2770388637545243e-10,1
31897,0.16,5.96226644511181e-11,1
31897,0.16,5.961837248639528e-11,1
31897,0.23,6.249263427540692e-11,1
31897,0.23,1.7798012788727393e-08,1
31897,0.18,6.086488115975091e-11,1
31897,0.37,6.333142758835032e-11,1
31897,0.31,6.174708495224217e-11,1
31897,0.18,6.081422222471889e-11,1
31897,0.2,6.127569617626949e-11,1
31897,0.15,6.036045789653382e-11,1
31897,0.18,5.983518292957551e-11,1
31897,0.21,6.016163714722423e-11,1
31897,0.48,5.89206530202142e-06,1
31897,0.21,6.158996416730332e-11,1
31897,0.44,5.832234865890414e-11,1
31897,0.22,6.30873356779292e-11,1
31897,0.2,6.020871637699298e-11,1
31897,0.18,6.09841207322815e-11,1
31897,0.3,6.215511291884694e-11,1
31897,0.26,1.7756053275159236e-08,1
31897,0.0,2.3037485851625728e-10,1
31897,0.24,1.7121480154429428e-08,1
31897,0.16,6.319151508578878e-11,1
31897,0.0,2.2912118502160747e-10,1
31897,0.29,6.187226731649756e-11,1
31897,0.0,2.2648048100091154e-10,1
31897,0.43,5.824904173913056e-11,1
31897,0.18,6.095576726338118e-11,1
31897,0.0,2.295274753125238e-10,1
31897,0.48,2.7361828486275482e-08,1
31897,0.07,2.3135106805906e-10,1
31897,0.6,0.9999999622001386,1
31897,0.2,6.128435107529588e-11,1
31897,0.25,6.23508421759835e-11,1
31897,0.16,6.027778150326106e-11,1
31897,0.18,5.994135536603986e-11,1
31897,0.0,2.2992316986266274e-10,1
31897,0.23,6.009959810555938e-11,1
31897,0.2,1.6719827080461216e-08,1
31897,0.18,6.313134747536134e-11,1
31897,0.38,6.390122684387563e-11,1
31897,0.6,0.9999999311745859,1
31897,0.19,6.311683259769898e-11,1
31897,0.14,5.9315473296479e-11,1
31897,0.47,3.355771636842252e-07,1
31897,0.23,6.288521746999402e-11,1
31897,0.3,6.179025477570046e-11,1
31897,0.0,2.284314724469616e-10,1
31897,0.3,6.178810976226233e-11,1
31897,0.22,6.301416681584988e-11,1
31897,0.26,1.7317410057475782e-08,1
31897,0.15,6.037492768945301e-11,1
31897,0.16,5.878721621005261e-11,1
31897,0.11,2.3160174591408527e-10,1
31897,0.23,6.29758185004817e-11,1
31897,0.19,6.005516927725333e-11,1
31897,0.16,6.024994435750739e-11,1
31897,0.6,0.9999999623367503,1
31897,0.22,6.266444750644483e-11,1
31897,0.3,6.182870239221248e-11,1
31897,0.2,6.122623270741698e-11,1
31897,0.58,0.999999962016123,1
31897,0.6,0.9999999623155739,1
31897,0.37,6.332507571341122e-11,1
31897,0.22,6.239071251059482e-11,1
31897,0.0,2.2648048100091154e-10,1
31897,0.2,6.117818780598657e-11,1
31897,0.16,6.051709268006095e-11,1
31897,0.2,6.110028321228042e-11,1
31897,0.37,6.336178999381558e-11,1
31897,0.0,2.2648048100091154e-10,1
31897,0.14,5.939001721446647e-11,1
31897,0.21,6.156219090426331e-11,1
31897,0.16,5.965107196872068e-11,1
31897,0.12,2.3189565408076866e-10,1
31897,0.17,6.316118638938468e-11,1
31897,0.21,6.158055385437544e-11,1
31897,0.45,5.837734344862144e-11,1
31897,0.23,6.168065470763147e-11,1
31897,0.22,6.303322818948243e-11,1
31897,0.18,6.08688458545873e-11,1
31897,0.23,6.2976537839536e-11,1
31897,0.2,6.105925445931409e-11,1
31897,0.18,5.983421105003806e-11,1
31897,0.15,2.344656029695665e-10,1
31897,0.17,6.063163353764892e-11,1
31897,0.29,1.741804276172324e-08,1
31897,0.17,6.317976051958644e-11,1
31897,0.16,6.055595934904517e-11,1
31897,0.32,6.205829054078627e-11,1
31897,0.45,5.839356916577552e-11,1
31897,0.13,5.88502066503911e-11,1
31897,0.16,6.056819023037058e-11,1
31897,0.43,5.816900835609468e-11,1
31897,0.24,1.7891038193994884e-08,1
31897,0.32,6.20734726318336e-11,1
31897,0.21,6.158641597693297e-11,1
31897,0.32,6.174428114877779e-11,1
31897,0.56,0.9999999626868527,1
31897,0.16,5.964591799440592e-11,1
31897,0.0,2.2648048100091154e-10,1
31897,0.21,6.137642254888052e-11,1
31897,0.18,6.072338662330627e-11,1
31897,0.11,5.952182758348552e-11,1
31897,0.45,5.835804285223139e-11,1
31897,0.18,5.972172788855094e-11,1
31897,0.2,6.132925240729419e-11,1
31897,0.11,5.955929751589489e-11,1
31897,0.51,0.9999993802640178,1
31897,0.45,5.840383698499811e-11,1
31897,0.13,5.882379258618418e-11,1
31897,0.04,3.192144510286467e-07,1
31897,0.21,6.151367160136632e-11,1
31897,0.0,2.2648048100091154e-10,1
31897,0.11,5.946596703467613e-11,1
31897,0.2,6.014120163153176e-11,1
31897,0.11,5.903413296027836e-11,1
31897,0.6,0.9999999623466659,1
31897,0.38,6.350120655679573e-11,1
31897,0.37,6.439005242378589e-11,1
31897,0.25,5.859937067132426e-11,1
31897,0.38,6.386702437781615e-11,1
31897,0.3,6.21608709211454e-11,1
31897,0.23,6.289798503025737e-11,1
31897,0.39,1.8051957375846023e-08,1
31897,0.32,5.85333286515145e-11,1
31897,0.18,5.975975738337197e-11,1
31897,0.18,6.314397397247049e-11,1
31897,0.0,2.2648048100091154e-10,1
31897,0.58,0.9999999620052821,1
31897,0.26,6.231306733295559e-11,1
31897,0.26,1.7240026512564934e-08,1
31897,0.21,6.143216304253762e-11,1
31897,0.43,5.823052345191555e-11,1
31897,0.18,5.995030626723196e-11,1
31897,0.38,6.378967929281919e-11,1
31897,0.37,6.433188295205159e-11,1
31897,0.35,2.3217276120345618e-07,1
31897,0.17,6.06628006324771e-11,1
31897,0.12,5.916358838426189e-11,1
31897,0.1,5.953019778207353e-11,1
31897,0.47,3.249911360756866e-08,1
31897,0.25,1.7216317453641464e-08,1
31897,0.29,6.186022355845905e-11,1
31897,0.18,6.07659276824592e-11,1
31897,0.38,6.377892908053865e-11,1
31897,0.16,6.024801240684333e-11,1
31897,0.18,5.995670317617853e-11,1
31897,0.23,1.6849307305381804e-08,1
31897,0.0,2.2976418109514055e-10,1
31897,0.0,2.3040301998462758e-10,1
31897,0.15,2.342676010380627e-10,1
31897,0.37,6.434126286279296e-11,1
31897,0.31,6.323232098540131e-11,1
31897,0.37,1.8320926896273198e-08,1
31897,0.13,2.327378604676919e-10,1
31897,0.0,2.2648343092695046e-10,1
31897,0.12,5.915978136503006e-11,1
31897,0.2,6.131476476594821e-11,1
31897,0.3,6.216802690621596e-11,1
31897,0.36,6.364700340243367e-11,1
31897,0.21,6.160008299413521e-11,1
31897,0.6,0.9999999623527837,1
31897,0.16,6.027796061468146e-11,1
31897,0.34,5.85225161742551e-11,1
31897,0.0,2.292868664120636e-10,1
31897,0.28,5.858293735658455e-11,1
31897,0.29,1.745373572480709e-08,1
31897,0.27,5.858356701490491e-11,1
31897,0.37,6.334469603680105e-11,1
31897,0.35,3.3767312186288645e-08,1
31897,0.0,2.2648048100091154e-10,1
31897,0.18,6.314791016687511e-11,1
31897,0.0,2.2648048100091154e-10,1
31897,0.29,6.190993491094512e-11,1
31897,0.38,6.41307641468777e-11,1
31897,0.18,6.102423196786301e-11,1
31897,0.13,2.3326168281413143e-10,1
31897,0.14,5.934905444907386e-11,1
31897,0.21,6.017731695940593e-11,1
31897,0.14,6.038218708577725e-11,1
31897,0.16,6.032883349102653e-11,1
31897,0.16,6.056950342511086e-11,1
31897,0.29,1.7432353787199414e-08,1
31897,0.13,2.339728184353085e-10,1
31897,0.19,6.022789034353242e-11,1
31897,0.58,0.9999999620133041,1
31897,0.28,1.699171347274308e-08,1
31897,0.17,5.97098509294664e-11,1
31897,0.39,1.8089672119048525e-08,1
31897,0.0,2.2648048100091154e-10,1
31897,0.38,6.401148769468257e-11,1
31897,0.13,5.92311142282788e-11,1
31897,0.2,6.128356626038155e-11,1
31897,0.2,6.11064769614309e-11,1
31897,0.37,6.336022248710196e-11,1
31897,0.21,6.016199455553448e-11,1
31897,0.22,1.6779668669608177e-08,1
31897,0.37,6.433139781009682e-11,1
31897,0.0,2.2648048100091154e-10,1
31897,0.18,6.090804806231637e-11,1
31897,0.13,2.325813711123965e-10,1
31897,0.12,5.890327044048074e-11,1
31897,0.56,0.9999999626868527,1
31897,0.18,6.073900491409048e-11,1
31897,0.21,6.136530939323694e-11,1
31897,0.0,2.2830415842068543e-10,1
31897,0.1,5.898534193914296e-11,1
31897,0.21,6.136921723200313e-11,1
31897,0.3,6.17861947128757e-11,1
31897,0.23,6.24833482958294e-11,1
31897,0.18,6.087753622474042e-11,1
31897,0.29,6.224341694439736e-11,1
31897,0.33,1.7612585868025518e-08,1
31897,0.0,2.2783383746203625e-10,1
31897,0.18,6.095152799332387e-11,1
31897,0.23,6.288855322469175e-11,1
31897,0.24,6.241115966045635e-11,1
31897,0.18,5.991460836824065e-11,1
31897,0.16,5.879230438499227e-11,1
31897,0.47,3.3554247727600154e-07,1
31897,0.24,1.717715815512903e-08,1
31897,0.38,6.387928869049254e-11,1
31897,0.0,2.2664655476928645e-10,1
31897,0.12,5.916019815386492e-11,1
31897,0.45,5.531058277593218e-09,1
31897,0.23,6.293448024014919e-11,1
31897,0.12,5.94281675089933e-11,1
31897,0.16,5.964139035731587e-11,1
31897,0.16,6.029255589772862e-11,1
31897,0.3,6.202636332104749e-11,1
31897,0.18,5.98414850854343e-11,1
31897,0.0,2.2648048100091154e-10,1
31897,0.26,6.228688004878167e-11,1
31897,0.3,6.200950576748722e-11,1
31897,0.24,1.7112221168902617e-08,1
31897,0.43,5.8095832194630244e-11,1
31897,0.3,6.177832042950002e-11,1
31897,0.3,6.185096496037703e-11,1
31897,0.16,5.964293429941661e-11,1
31897,0.16,6.029311876187904e-11,1
31897,0.39,5.847975333255588e-11,1
31897,0.14,6.039163630348235e-11,1
31897,0.0,2.3057407716304291e-10,1
31897,0.29,6.195187128946469e-11,1
31897,0.44,5.844418923797414e-11,1
31897,0.21,6.147844846727729e-11,1
31897,0.13,2.3200430215004293e-10,1
31897,0.14,5.933730273110403e-11,1
31897,0.16,6.056793070045964e-11,1
31897,0.0,2.2948833017825738e-10,1
31897,0.2,6.115573937709425e-11,1
31897,0.18,5.987541196989337e-11,1
31897,0.04,3.22325316731088e-07,1
31897,0.13,2.330266302924283e-10,1
31897,0.24,6.2451886420272e-11,1
31897,0.31,6.323312136362684e-11,1
31897,0.24,1.717652980157566e-08,1
31897,0.29,6.191858177977928e-11,1
31897,0.21,6.144093556107108e-11,1
31897,0.29,6.171975691669573e-11,1
31897,0.37,6.429874307166536e-11,1
31897,0.0,2.3100311638132488e-10,1
31897,0.22,6.264288465282732e-11,1
31897,0.18,5.986807895010703e-11,1
31897,0.16,6.027369515288639e-11,1
31897,0.2,6.007281827893459e-11,1
31897,0.18,5.988566559908774e-11,1
31897,0.13,2.3379639610670456e-10,1
31897,0.2,6.133450491763892e-11,1
31897,0.61,0.9999998840868752,1
31897,0.18,6.070901610887092e-11,1
31897,0.18,6.085145012429892e-11,1
31897,0.12,5.909083565264761e-11,1
31897,0.16,6.054982411807139e-11,1
31897,0.32,6.208154002713105e-11,1
31897,0.18,5.98982392750073e-11,1
31897,0.16,5.968438013019824e-11,1
31897,0.32,1.757454259437455e-08,1
31897,0.34,5.851017900362078e-11,1
31897,0.21,6.151633683961327e-11,1
31897,0.22,6.302981815264399e-11,1
31897,0.37,6.450263364588025e-11,1
31897,0.17,6.06200824624591e-11,1
31897,0.37,6.452375489194713e-11,1
31897,0.36,6.361006588080897e-11,1
31897,0.46,2.734929735996309e-08,1
31897,0.13,2.338790486268636e-10,1
31897,0.19,6.006584027386339e-11,1
31897,0.37,6.359516216781439e-11,1
31897,0.26,1.722042095971134e-08,1
31897,0.16,5.931038645307965e-11,1
31897,0.58,0.9999999620446686,1
31897,0.21,6.160700430300605e-11,1
31897,0.0,2.2648048100091154e-10,1
31897,0.22,6.16868420577439e-11,1
31897,0.28,6.222486687190429e-11,1
31897,0.29,1.7441406174085154e-08,1
31897,0.31,6.20378308009935e-11,1
31897,0.26,1.7224115264822088e-08,1
31897,0.13,2.3287553528095545e-10,1
31897,0.18,5.989705589624254e-11,1
31897,0.45,5.844106901386406e-11,1
31897,0.39,5.847328449707006e-11,1
31897,0.13,2.3342769269071797e-10,1
31897,0.31,6.204520543686337e-11,1
31897,0.2,6.111059611387053e-11,1
31897,0.17,5.969878714145624e-11,1
31897,0.12,5.918692945719892e-11,1
31897,0.26,1.7256476303075643e-08,1
31897,0.37,6.373212119472708e-11,1
31897,0.0,2.2648048100091154e-10,1
31897,0.3,6.184471987610896e-11,1
31897,0.13,5.945004188223668e-11,1
31897,0.0,2.272996022606819e-10,1
31897,0.0,2.2670575066994604e-10,1
31897,0.33,5.852325696516918e-11,1
31897,0.21,6.142953855784823e-11,1
31897,0.32,1.7566870017778304e-08,1
31897,0.42,5.845766692165283e-11,1
31897,0.38,6.356273771322571e-11,1
31897,0.34,1.6669121214468019e-09,1
31897,0.29,6.189559359422336e-11,1
31897,0.14,5.933388665025345e-11,1
31897,0.38,6.38556122835774e-11,1
31897,0.22,6.28548957144111e-11,1
31897,0.17,6.315697960778424e-11,1
31897,0.12,5.91688796126376e-11,1
31897,0.0,2.2648048100091154e-10,1
31897,0.55,0.9999999626868527,1
31897,0.0,2.299782480018808e-10,1
31897,0.18,6.076195919907453e-11,1
31897,0.52,0.9999997530360264,1
31897,0.29,6.172227669360334e-11,1
31897,0.38,6.337860849487626e-11,1
31897,0.0,2.3104862299786978e-10,1
31897,0.0,2.2834223355258053e-10,1
31897,0.11,5.948315549394075e-11,1
31897,0.37,6.37636508657571e-11,1
31897,0.18,5.995978600535253e-11,1
31897,0.13,5.881996814271031e-11,1
