commit_id,la,ld,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,app,asexp,rsexp,asawr,rsawr,pred,defective_prob,defect
8d441936d2e8ab8c39a66831a658c192b80ca597,183,42,2,1,0.499767416565358,9.0,2.9720023148148145,2.0,0,37.0,14.673677983539093,2.0,1239.0,2690.0,0.0761483664947187,0.1652542372881356,True,0.72,True
9329f786da8e167130fa36b91ff288bfdb046ce1,1726,0,1,1,0.471561535185849,3.0,2.533472222222222,5.0,0,0.0,0.0,2.0,48.0,521.0,0.0030076110974711,0.0320402651608151,True,0.71,True
a0f8be4021caa9bb5055923f0eea3bee0e345235,1276,12,5,2,0.655866108615991,13.0,3.1979398148148146,21.0,0,55.0,3.3049147727272725,2.0,794.0,3303.0,0.0419259571775129,0.1742432232886826,True,0.56,True
78b49cf8361b1462cc94a061916a15f0b98e27e3,47,37,2,1,0.8997891017284164,5.0,2.506076388888889,6.0,0,6.0,0.1457932692307692,3.0,2426.0,3398.0,0.148440366972477,0.2078899082568807,True,0.57,True
81dea57593b5b28990bb7f012aae1387c8d2de33,362,6,4,1,0.5272852231446737,6.0,23.29230324074074,9.0,0,52.0,39.26119047619048,2.0,116.0,2464.0,0.0071398059437358,0.1504241166778544,True,0.66,True
f2233c725078d49f6b185e642325dacb47b33240,349,48,3,3,0.8252475142538234,8.0,24.942800925925926,23.0,0,1.0,83.20255092592593,3.0,838.0,4047.0,0.0429090165192042,0.2070270546719173,True,0.51,True
fc0f784e54d5dce72cc6a7e4b1fad243dadfcd76,1942,3,2,2,0.7283717017233465,7.0,29.06900462962963,26.0,0,59.0,0.4724863215488215,4.0,125.0,1767.0,0.0073550872686941,0.1032047165956453,True,0.69,True
661e624121004dd73467300e467aacae6d8d2f66,152,94,1,1,0.3310064824243045,4.0,0.18704861111111112,1.0,0,10.0,3.241423611111111,2.0,797.0,1246.0,0.0476133651551312,0.0744033412887828,True,0.6,True
a967a9bdcc2c75a0270c2be48d845ded5332e4f0,150,29,2,1,0.6280264484254012,4.0,5.76207175925926,1.0,0,8.0,1.0274594907407406,2.0,209.0,2636.0,0.0125014882724133,0.1569829741635909,True,0.61,True
954b92e1207bfe5ab5a117e8393c191cdf0044d2,474,4,2,1,0.6132185171743846,14.0,80.06679398148148,7.0,0,1.0,12.324632523148148,2.0,181.0,694.0,0.0106876504785953,0.0408127312232074,True,0.86,True
b7a585ebd57f85c89ee20eda5b1a06819b3e1af0,45,41,1,1,0.4179932778346111,1.0,0.46523148148148147,1.0,0,8.0,12.266944444444446,2.0,71.0,215.0,0.0042201512220854,0.0126604536662563,True,0.56,True
906d5c5c40183468f9521277c6244a6c46730de6,749,575,10,2,0.5694279957899626,12.0,12.782685185185185,8.0,0,101.0,2.5541740543735227,2.0,864.0,1178.0,0.0436604078336361,0.0595093882495457,True,0.78,True
8480dcbc7180cf1bcafcd03a6ad7087c83582a97,177,140,1,1,0.7916428687645163,5.0,0.9701736111111111,3.0,0,4.0,17.24475,2.0,355.0,738.0,0.0207943925233644,0.0431658878504672,True,0.59,True
ec61d7b9e82e6d653c02df14f34acdba8fc060db,2394,14,5,2,0.8465722997155787,19.0,55.640023148148146,19.0,0,16.0,1.504974537037037,1.0,4.0,196.0,0.0002819760884277,0.0111098578840514,True,0.53,True
71338b4b2f01268759f7ac6b3eff5abb17420a7c,39,7,2,1,0.660335730585387,13.0,6.185729166666667,9.0,0,29.0,0.9809837962962963,2.0,1437.0,2952.0,0.08326577880718,0.1709901563404748,True,0.58,True
412eb94de4cae754130ae855236420ebd5c42482,898,888,10,2,0.803096041155628,8.0,5.487511574074074,10.0,0,64.0,2.045664465695203,2.0,2858.0,3224.0,0.1413317514459439,0.1594245884621088,True,0.53,True
99667804e1c64cace1246d4ce342a218fc1fb1ba,223,223,5,1,0.5585988545452989,4.0,3.952465277777778,4.0,0,10.0,2.367871664839181,3.0,11.0,392.0,0.0006841505131128,0.0224059293044469,True,0.55,True
3afffa47feabc80e1bc20ffd2143a722a1c360a2,405,53,5,2,0.6210666642703561,13.0,25.288668981481482,17.0,0,52.0,6.3195702160493825,1.0,345.0,2702.0,0.0191339932533318,0.1494774097218381,True,0.67,True
ef6544ee27aeab20a64b4df4bd50401cefa405ef,268,6,2,1,0.6186108399459629,15.0,47.25913194444445,36.0,0,51.0,24.523391203703707,1.0,50.0,299.0,0.0028891910265125,0.0169952413324269,True,0.56,True
4e15aa6d7c4f9a03f4ae57b3ba04ade3400cccf1,130,184,1,1,0.3043442196866751,5.0,30.16,5.0,0,9.0,7.126886574074074,2.0,285.0,290.0,0.0160322888054263,0.0163125735747519,True,0.6,True
fdd3876111605e84a1f7c31206e20cd99e13f1fb,73,44,1,1,0.8601289093485941,1.0,2.8741435185185185,11.0,0,10.0,0.9455694444444444,2.0,398.0,305.0,0.0220150077245641,0.0168836901346281,True,0.55,True
7d35f5c6b7b8b187388523674b4a95585f369d78,447,527,5,3,0.6590642128871002,6.0,3.0071875,0.0,1,2.0,19.239939814814814,1.0,107.0,107.0,0.0049997685292347,0.0049997685292347,True,0.51,True
459c9a2a8840995436e610459216957bc7ebd914,944,646,9,2,0.6255081312348104,6.0,23.99625,9.0,0,62.0,3.286681547619048,2.0,3029.0,3445.0,0.1428302064674271,0.1624398981804468,True,0.58,True
ba9ba084124403bd8930e29d8afcea9d64b6c0b6,3045,0,4,2,0.9250910247953258,7.0,18.11579861111111,4.0,0,1.0,3.457354271885522,2.0,330.0,456.0,0.0174550440331171,0.0240995623055423,True,0.52,True
eacd58d4e78e7238ba5fcca90ba960aaf3ebd263,651,19,6,2,0.754572016852771,25.0,18.01744212962963,31.0,0,105.0,6.640320048309179,1.0,222.0,222.0,0.0104798157808167,0.0104798157808167,True,0.65,True
097b0a531642f79d8b240f89ca1eacca2ee59a5e,130,19,1,1,0.6603215073074393,11.0,7.434594907407408,11.0,0,57.0,1.8175578703703703,1.0,45.0,328.0,0.0024761802228562,0.0177100715939064,True,0.62,True
a32bed7047469273cc8513cad7b2923d60f8d590,165,259,6,1,0.6671776014641738,13.0,19.72778935185185,15.0,0,53.0,0.03888888888888889,4.0,16.0,2061.0,0.000914666953621,0.110943721080383,True,0.6,True
328f2f9c35f3cc5e7049a060a608c3f72876484a,736,563,5,2,0.8878839933892854,4.0,10.152245370370371,4.0,0,36.0,1.847764274691358,1.0,107.0,224.0,0.0057949240757632,0.0120727584911734,True,0.76,True
db51ffc0d1fbce85fd542403812fab8783c53e3c,303,489,2,1,0.9118801341644154,10.0,140.05923611111112,8.0,0,72.0,8.473657836076818,1.0,1928.0,392.0,0.1029019524165155,0.0209644724207831,True,0.56,True
1de244ea65f1b40c488fe92b29170c1b1d447233,2028,55,4,2,0.6169059435751053,11.0,14.264675925925927,11.0,0,57.0,11.141949652777777,1.0,136.0,241.0,0.0062654349217963,0.0110674105917863,True,0.57,True
eeaba26596d447c531dfac9d6e6bf5cfe4537813,341,110,4,2,0.726576845996293,23.0,19.85335648148148,4.0,0,30.0,0.15094328703703705,1.0,26.0,482.0,0.0012322015334063,0.0220427163198247,True,0.62,True
72420889aa54342da4472683e67e2c70b76a170f,330,335,2,1,0.6558464726404094,18.0,22.445115740740743,1.0,0,56.0,1.3723127104377104,1.0,25.0,410.0,0.0013618269432222,0.0215273412947831,True,0.75,True
9424383e6d0ea1dd02dcf1070259e21550da692a,282,96,7,1,0.7421963987873282,19.0,22.445138888888888,3.0,0,56.0,0.02377314814814815,1.0,26.0,411.0,0.0014139086719731,0.0215751989945538,True,0.53,True
6953f3a501dfee5064a12558a2e2515b69b35189,70,20,3,1,0.744460099365655,6.0,4.001006944444445,2.0,0,20.0,5.558599537037037,1.0,128.0,93.0,0.006735588972431,0.0049081035923141,True,0.57,True
d437457becef4409682caee15e1050889a977f91,586,0,1,1,0.1344852133671976,3.0,2.0197800925925926,4.0,0,1.0,0.47732638888888884,2.0,412.0,3566.0,0.0214656964656964,0.1853950103950103,True,0.68,True
e4588b70dde3fe5ba8f77a0b749ec1b071346767,8,103,1,1,0.3185554751923321,3.0,138.3059027777778,3.0,0,21.0,19.46130787037037,1.0,413.0,3003.0,0.0215165531937009,0.1561249415311054,True,0.51,True
a2e92f6dee12320a58a4bcc95c14649b27804427,72,76,6,2,0.8778071386526888,17.0,43.20710648148148,22.0,0,58.0,23.215918209876545,2.0,135.0,2670.0,0.0061159329046184,0.1201151234429104,True,0.59,True
ccb088a6beaff01419ec9325dbd19040f279b6ea,282,32,1,1,0.7059044652834471,13.0,5.253912037037037,1.0,0,1.0,24.885587384259257,1.0,363.0,165.0,0.0186523187291826,0.0085062772226492,True,0.62,True
173d16efb54ccc152f19afb9b1c2a87915fb414b,2103,57,3,1,0.8173338616051932,7.0,2.8077314814814813,9.0,0,19.0,5.83394144144144,2.0,327.0,942.0,0.0167714884696016,0.0482180293501048,True,0.82,True
7dbb49bdec6e74f9d1eb096d15bdeea0881c3704,415,372,1,1,0.6160589673601345,3.0,3.411678240740741,3.0,1,1.0,0.48704089506172843,1.0,1840.0,1840.0,0.0940293171254916,0.0940293171254916,True,0.54,True
ff11af4fbc2948a3a3bc635549c7ac349d249abc,210,144,5,2,0.7897252377458274,5.0,2.3991319444444446,4.0,0,37.0,15.009942129629628,3.0,148.0,4455.0,0.0066340160284951,0.1983971504897595,True,0.61,True
2b67b50af18bb2a17ff10d5a37abfd85fc7e9d01,935,0,1,1,0.8702475423795346,4.0,2.898229166666667,8.0,0,0.0,0.0,2.0,106.0,3390.0,0.0054386499949171,0.1723594591847108,True,0.53,True
5f0023a7469e01bada70fbe677b76bb535eaa953,109,169,1,1,0.3556784510789794,4.0,6.845370370370371,1.0,0,8.0,12.097766203703705,1.0,153.0,368.0,0.0077566233504583,0.0185856754306437,True,0.53,True
7c737e0edcb93585856c65890ef34e5c5a28ee6b,85,297,1,1,0.6595785232163869,5.0,3.843564814814815,15.0,0,11.0,0.942488425925926,1.0,428.0,222.0,0.0214521452145214,0.0111511151115111,True,0.77,True
9bb634a6176c639bd6b52d58151e9927c30919d0,43,12,1,1,0.131106529582345,6.0,29.135613425925925,4.0,0,26.0,3.9967476851851855,2.0,70.0,3219.0,0.0035427373883538,0.1606706252183024,True,0.8,True
1e8de50674f5b33a50c45224b7e07b3f974f6ab0,367,295,4,1,0.686664292397733,10.0,6.1396875,4.0,0,55.0,0.7706751543209877,1.0,190.0,258.0,0.0095128996912043,0.0128996912043032,True,0.8,True
979a0406f0013560efbdcc486b32ba93ce8c946f,202,543,3,2,0.6623961383356385,4.0,10.978900462962963,11.0,0,36.0,20.647685185185185,3.0,1125.0,1043.0,0.048421776898598,0.0448955018491442,True,0.66,True
